node_id,week_start,shipment_count,total_volume,total_value,avg_delay,max_delay,delay_rate,delay_variance,avg_weather,max_weather,avg_congestion,max_congestion,avg_path_length,avg_distance,high_priority_ratio,sea_leg_ratio
SUP_000,2022-09-11,3,3844,80727.48000000001,5.333333333333333,7,1.0,4.333333333333333,0.5666666666666667,0.95,0.4633333333333334,0.588,5.666666666666667,15068.963333333333,0.0,1.0
SUP_000,2022-09-18,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SUP_000,2022-09-25,3,5450,372950.1,1.3333333333333333,4,0.3333333333333333,5.333333333333333,0.25900000000000006,0.384,0.40199999999999997,0.452,5.333333333333333,12597.963333333333,0.3333333333333333,1.0
SUP_000,2022-10-02,2,1300,38685.81,7.0,8,1.0,2.0,0.376,0.428,0.587,0.612,6.0,13247.985,0.5,1.0
SUP_000,2022-10-09,2,1614,240607.75,7.0,7,1.0,0.0,0.3175,0.345,0.587,0.612,6.0,14213.395,1.0,1.0
SUP_000,2022-10-16,4,2738,351050.31,4.25,8,0.75,12.25,0.41075000000000006,0.519,0.5870000000000001,0.801,5.5,14432.545,0.0,1.0
SUP_000,2022-10-23,2,4175,673299.23,3.0,6,0.5,18.0,0.40249999999999997,0.445,0.5385,0.633,5.5,7708.08,0.0,1.0
SUP_000,2022-10-30,2,4927,680025.37,4.5,9,0.5,40.5,0.4565,0.524,0.7115,1.0,5.5,14705.61,0.5,1.0
SUP_000,2022-11-06,1,1122,375090.73,10.0,10,1.0,0.0,0.464,0.464,1.0,1.0,6.0,11878.34,1.0,1.0
SUP_000,2022-11-13,3,4951,581301.14,6.666666666666667,7,1.0,0.33333333333333337,0.43,0.587,0.5856666666666667,0.633,6.0,14178.476666666667,0.3333333333333333,1.0
SUP_000,2022-11-20,2,926,134920.81,6.0,7,1.0,2.0,0.483,0.514,0.6225,0.633,6.5,14893.045,1.0,1.0
SUP_000,2022-11-27,5,8434,846606.21,6.4,8,1.0,2.3,0.7349999999999999,1.0,0.6272,0.746,5.8,13784.874,0.2,1.0
SUP_000,2022-12-04,4,8695,1381950.6600000001,4.75,7,0.75,10.25,0.59475,1.0,0.51025,0.633,5.5,15806.0225,0.5,1.0
SUP_000,2022-12-11,5,9503,947174.84,6.8,9,1.0,1.7,0.5132,0.647,0.5904,0.633,5.8,13881.454000000002,0.2,1.0
SUP_000,2022-12-18,1,2929,914472.05,7.0,7,1.0,0.0,0.671,0.671,0.969,0.969,6.0,12497.51,0.0,1.0
SUP_000,2022-12-25,1,809,22367.6,9.0,9,1.0,0.0,0.682,0.682,0.562,0.562,6.0,15643.9,0.0,1.0
SUP_000,2023-01-01,1,730,50163.67,5.0,5,1.0,0.0,0.483,0.483,0.537,0.537,6.0,12412.3,0.0,1.0
SUP_000,2023-01-08,4,5852,865853.84,5.0,8,0.75,12.666666666666666,0.57475,0.711,0.48375,0.879,5.5,15130.775,0.0,1.0
SUP_000,2023-01-15,2,1579,510780.91,5.0,7,1.0,8.0,0.6035,0.756,0.602,0.767,5.5,11947.2,0.0,1.0
SUP_000,2023-01-22,3,2955,872256.52,5.666666666666667,7,1.0,1.3333333333333333,0.5583333333333333,0.569,0.418,0.452,6.333333333333333,16191.1,0.3333333333333333,1.0
SUP_000,2023-01-29,5,4139,449785.87000000005,5.2,8,0.8,11.2,0.6371999999999999,1.0,0.569,0.834,5.8,12078.74,0.0,1.0
SUP_000,2023-02-05,2,2292,283553.44,2.0,4,0.5,8.0,0.7865,1.0,0.5449999999999999,0.568,5.5,13244.43,0.0,1.0
SUP_000,2023-02-12,3,4116,1259667.13,6.333333333333333,7,1.0,1.3333333333333333,0.4696666666666666,0.536,0.6833333333333332,0.94,6.0,13511.583333333334,0.0,1.0
SUP_000,2023-02-19,1,245,10600.47,3.0,3,1.0,0.0,0.396,0.396,0.522,0.522,6.0,14640.83,0.0,1.0
SUP_000,2023-02-26,2,4554,701772.85,0.0,0,0.0,0.0,0.4565,0.555,0.40249999999999997,0.412,5.0,9368.045,0.5,1.0
SUP_000,2023-03-05,1,839,196313.29,8.0,8,1.0,0.0,0.648,0.648,0.437,0.437,6.0,12751.03,0.0,1.0
SUP_000,2023-03-12,3,5233,854599.44,3.0,6,0.6666666666666666,9.0,0.45799999999999996,0.556,0.335,0.401,5.333333333333333,14579.803333333335,0.3333333333333333,1.0
SUP_000,2023-03-19,3,4484,875613.69,4.666666666666667,7,1.0,6.333333333333333,0.41133333333333333,0.489,0.401,0.401,6.0,14185.923333333334,0.3333333333333333,1.0
SUP_000,2023-03-26,2,3695,425986.92000000004,2.0,4,0.5,8.0,0.48550000000000004,0.531,0.488,0.575,5.5,13746.205,0.5,1.0
SUP_000,2023-04-02,2,3937,785656.15,4.5,5,1.0,0.5,0.2005,0.203,0.4265,0.452,6.0,12939.380000000001,0.5,1.0
SUP_000,2023-04-09,4,4968,343668.39,2.0,5,0.5,6.0,0.47175,0.753,0.551,0.673,5.25,11094.904999999999,0.25,1.0
SUP_000,2023-04-16,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SUP_000,2023-04-23,2,3049,671767.41,7.0,8,1.0,2.0,0.6815,1.0,0.5315000000000001,0.662,6.0,16614.5,0.0,1.0
SUP_000,2023-04-30,3,4982,494324.27,3.3333333333333335,7,0.6666666666666666,12.333333333333334,0.18133333333333335,0.233,0.4223333333333333,0.564,5.666666666666667,13607.74,0.3333333333333333,1.0
SUP_000,2023-05-07,7,10927,1588790.86,3.2857142857142856,7,0.7142857142857143,7.238095238095238,0.27442857142857147,0.332,0.45528571428571435,0.669,5.857142857142857,14365.35142857143,0.2857142857142857,1.0
SUP_000,2023-05-14,2,3498,1218926.32,3.0,6,0.5,18.0,0.347,0.384,0.377,0.452,5.5,14132.855,0.5,1.0
SUP_000,2023-05-21,2,1006,415849.51,3.0,6,0.5,18.0,0.3595,0.374,0.3845,0.452,5.5,8100.965,1.0,1.0
SUP_000,2023-05-28,3,5356,780719.9299999999,2.0,6,0.3333333333333333,12.0,0.343,0.656,0.385,0.452,5.0,10171.09,0.3333333333333333,0.6666666666666666
SUP_000,2023-06-04,2,3438,804260.72,5.5,7,1.0,4.5,0.31,0.312,0.5465,0.692,6.0,13939.77,0.0,1.0
SUP_000,2023-06-11,2,3397,622884.97,4.0,5,1.0,2.0,0.15,0.186,0.5880000000000001,0.775,6.0,14400.335,0.0,1.0
SUP_000,2023-06-18,2,3486,583310.4400000001,5.0,7,1.0,8.0,0.229,0.262,0.401,0.401,6.0,15996.685,0.0,1.0
SUP_000,2023-06-25,2,5597,1421284.98,4.5,5,1.0,0.5,0.3285,0.38,0.41900000000000004,0.437,6.0,13044.825,0.0,1.0
SUP_000,2023-07-02,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SUP_000,2023-07-09,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SUP_000,2023-07-16,2,2758,344277.24,5.5,7,1.0,4.5,0.27849999999999997,0.302,0.41900000000000004,0.437,6.0,13985.595000000001,0.0,1.0
SUP_000,2023-07-23,4,4654,830047.3600000001,2.5,5,0.5,8.333333333333334,0.26225,0.384,0.368,0.452,5.5,11908.785,0.25,1.0
SUP_000,2023-07-30,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SUP_000,2023-08-06,1,1434,23643.81,0.0,0,0.0,0.0,0.085,0.085,0.302,0.302,5.0,20678.4,0.0,1.0
SUP_000,2023-08-13,2,3310,165203.88,5.0,5,1.0,0.0,0.3085,0.434,0.5075,0.563,6.5,14890.96,0.0,1.0
SUP_000,2023-08-20,2,3141,541509.01,4.0,8,0.5,32.0,0.3355,0.395,0.5915,0.881,5.5,18381.285,0.5,1.0
SUP_000,2023-08-27,2,1407,270142.42,2.0,4,0.5,8.0,0.299,0.436,0.4265,0.452,5.5,12732.805,0.0,1.0
SUP_000,2023-09-03,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SUP_000,2023-09-10,2,2012,188112.91999999998,4.0,4,1.0,0.0,0.4975,0.498,0.3695,0.437,5.5,12589.795,0.0,1.0
SUP_000,2023-09-17,4,6658,736758.03,5.75,7,1.0,2.25,0.35175,0.679,0.42275,0.452,6.0,14996.1925,0.25,1.0
SUP_000,2023-09-24,4,6290,1299727.24,3.25,9,0.5,18.25,0.38275,0.526,0.4035,0.531,5.5,11962.4625,0.25,1.0
SUP_000,2023-10-01,5,7087,728569.33,4.8,7,0.8,7.7,0.5682,1.0,0.6242,0.849,5.8,11576.632000000001,0.0,1.0
SUP_000,2023-10-08,1,2530,595250.43,0.0,0,0.0,0.0,0.56,0.56,0.423,0.423,5.0,21498.62,0.0,1.0
SUP_000,2023-10-15,7,12873,1118285.78,3.2857142857142856,6,0.8571428571428571,4.571428571428572,0.49714285714285716,0.775,0.5058571428571429,0.612,5.428571428571429,9948.908571428572,0.0,1.0
SUP_000,2023-10-22,2,4035,903171.4099999999,2.5,5,0.5,12.5,0.3015,0.306,0.49250000000000005,0.562,5.5,14133.115,0.5,1.0
SUP_000,2023-10-29,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SUP_000,2023-11-05,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SUP_000,2023-11-12,1,2157,421729.09,5.0,5,1.0,0.0,0.258,0.258,0.633,0.633,5.0,11189.73,0.0,1.0
SUP_000,2023-11-19,1,2354,223712.41,6.0,6,1.0,0.0,0.377,0.377,0.845,0.845,6.0,12229.96,0.0,1.0
SUP_000,2023-11-26,1,1564,88354.78,6.0,6,1.0,0.0,0.518,0.518,0.562,0.562,6.0,15619.22,0.0,1.0
SUP_000,2023-12-03,2,3349,808446.6799999999,6.0,7,1.0,2.0,0.4555,0.476,0.7130000000000001,0.793,6.0,13250.08,0.0,1.0
SUP_000,2023-12-10,3,4849,790454.78,4.666666666666667,6,1.0,1.3333333333333333,0.755,0.924,0.559,0.654,5.0,8427.293333333333,0.0,1.0
SUP_000,2023-12-17,1,947,189118.54,9.0,9,1.0,0.0,0.549,0.549,0.562,0.562,6.0,15085.24,0.0,1.0
SUP_000,2023-12-24,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SUP_000,2023-12-31,5,4226,974230.6100000001,3.2,8,0.6,11.7,0.5906,0.819,0.5406000000000001,0.833,5.4,10912.972,0.2,1.0
SUP_000,2024-01-07,2,4633,1235529.7100000002,3.5,7,0.5,24.5,0.5125,0.582,0.4445,0.452,5.5,12748.16,0.0,1.0
SUP_000,2024-01-14,1,1486,108155.86,0.0,0,0.0,0.0,0.586,0.586,0.733,0.733,5.0,14585.6,0.0,1.0
SUP_000,2024-01-21,3,1971,422973.39999999997,4.0,8,0.6666666666666666,16.0,0.6236666666666667,1.0,0.38999999999999996,0.452,5.666666666666667,10078.763333333334,0.0,1.0
SUP_000,2024-01-28,4,8309,1418886.22,5.0,9,0.75,14.0,0.61325,0.83,0.5305,0.771,5.75,11457.2425,0.0,1.0
SUP_000,2024-02-04,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SUP_000,2024-02-11,2,3135,752544.59,6.5,7,1.0,0.5,0.6025,0.684,0.8325,0.954,5.5,11523.325,0.0,1.0
SUP_000,2024-02-18,2,5313,1157076.57,7.5,8,1.0,0.5,0.6275,0.711,0.72,0.852,6.0,12438.150000000001,0.5,1.0
SUP_000,2024-02-25,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SUP_000,2024-03-03,6,9552,1071940.81,3.5,7,0.6666666666666666,8.3,0.42316666666666664,0.731,0.385,0.452,5.666666666666667,14759.776666666667,0.3333333333333333,1.0
SUP_000,2024-03-10,3,6041,876697.0700000001,5.333333333333333,7,1.0,2.333333333333333,0.39200000000000007,0.444,0.401,0.401,6.0,15115.096666666666,0.0,1.0
SUP_000,2024-03-17,3,4427,1041932.84,4.0,7,0.6666666666666666,13.0,0.4303333333333333,0.563,0.6833333333333332,0.931,6.0,14505.806666666665,0.3333333333333333,1.0
SUP_000,2024-03-24,1,1940,67494.13,5.0,5,1.0,0.0,0.693,0.693,0.655,0.655,6.0,12412.3,0.0,1.0
SUP_000,2024-03-31,3,4753,378956.33999999997,5.666666666666667,7,1.0,1.3333333333333333,0.48333333333333334,0.598,0.48433333333333334,0.651,6.0,14639.0,0.0,1.0
SUP_000,2024-04-07,2,3444,455213.74,3.5,4,1.0,0.5,0.44,0.509,0.401,0.401,6.0,15279.525000000001,1.0,1.0
SUP_000,2024-04-14,2,4101,790309.5700000001,2.0,4,0.5,8.0,0.524,0.585,0.552,0.703,5.0,18165.34,0.0,1.0
SUP_000,2024-04-21,3,6143,797591.0,3.6666666666666665,7,0.6666666666666666,12.333333333333334,0.363,0.543,0.36800000000000005,0.401,5.666666666666667,15737.133333333333,0.0,1.0
SUP_000,2024-04-28,1,1167,114782.15,5.0,5,1.0,0.0,0.672,0.672,0.452,0.452,6.0,11878.34,1.0,1.0
SUP_000,2024-05-05,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SUP_000,2024-05-12,1,2120,561758.0,0.0,0,0.0,0.0,0.474,0.474,0.302,0.302,5.0,15072.33,1.0,1.0
SUP_000,2024-05-19,3,3230,467170.88,1.3333333333333333,4,0.3333333333333333,5.333333333333333,0.26766666666666666,0.443,0.418,0.452,5.0,13948.86,0.6666666666666666,1.0
SUP_000,2024-05-26,4,8801,1043216.8799999999,2.0,6,0.5,8.0,0.34725,0.603,0.47825,0.794,5.5,10882.807499999999,0.25,1.0
SUP_000,2024-06-02,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SUP_000,2024-06-09,3,7752,952161.84,5.666666666666667,8,1.0,6.333333333333333,0.44566666666666666,0.579,0.5913333333333334,0.688,6.0,12701.713333333333,0.6666666666666666,1.0
SUP_000,2024-06-16,2,478,35773.89,7.0,8,1.0,2.0,0.4905,0.858,0.5860000000000001,0.771,6.0,14376.515,0.0,1.0
SUP_000,2024-06-23,2,2005,417210.98,5.5,6,1.0,0.5,0.40349999999999997,0.441,0.5065000000000001,0.561,6.0,11815.369999999999,0.0,1.0
SUP_000,2024-06-30,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SUP_001,2022-01-02,2,5287,650315.61,2.5,5,0.5,12.5,0.45799999999999996,0.563,0.4535,0.47,6.0,11983.384999999998,0.5,1.0
SUP_001,2022-01-09,3,4702,439827.32,2.0,4,0.6666666666666666,4.0,0.7833333333333332,1.0,0.7046666666666667,0.919,5.333333333333333,15056.606666666667,0.6666666666666666,1.0
SUP_001,2022-01-16,2,2998,159304.37,3.5,7,0.5,24.5,0.548,0.565,0.47,0.47,5.5,14162.175,0.5,1.0
SUP_001,2022-01-23,2,4432,1129150.99,6.0,9,1.0,18.0,0.644,0.894,0.5895,0.742,6.0,15677.23,0.0,1.0
SUP_001,2022-01-30,2,3030,228232.66,3.5,7,0.5,24.5,0.752,0.84,0.611,0.611,5.5,13986.345,0.0,1.0
SUP_001,2022-02-06,1,2692,70501.67,4.0,4,1.0,0.0,0.558,0.558,0.611,0.611,6.0,11763.33,0.0,1.0
SUP_001,2022-02-13,3,3549,558900.74,7.0,8,1.0,1.0,0.7936666666666667,0.891,0.7263333333333333,1.0,6.0,13282.74,0.0,1.0
SUP_001,2022-02-20,2,2035,241293.13,4.5,5,1.0,0.5,0.637,0.827,0.7364999999999999,0.862,5.5,13791.195,0.5,1.0
SUP_001,2022-02-27,1,386,39153.7,0.0,0,0.0,0.0,0.498,0.498,0.889,0.889,5.0,16441.6,0.0,1.0
SUP_001,2022-03-06,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SUP_001,2022-03-13,1,754,45049.36,0.0,0,0.0,0.0,0.471,0.471,0.746,0.746,5.0,12053.01,0.0,1.0
SUP_001,2022-03-20,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SUP_001,2022-03-27,2,2925,809277.35,4.5,5,1.0,0.5,0.624,0.904,0.5145,0.559,6.0,14558.505000000001,0.5,1.0
SUP_001,2022-04-03,3,4230,568953.85,4.666666666666667,6,1.0,2.3333333333333335,0.5566666666666666,0.729,0.5533333333333333,0.72,5.666666666666667,14747.456666666667,0.0,1.0
SUP_001,2022-04-10,1,2415,651837.6,0.0,0,0.0,0.0,0.418,0.418,0.317,0.317,5.0,12203.96,1.0,1.0
SUP_001,2022-04-17,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SUP_001,2022-04-24,3,4143,228300.2,3.0,6,0.6666666666666666,9.0,0.437,0.694,0.47,0.47,5.333333333333333,15929.623333333331,0.0,1.0
SUP_001,2022-05-01,1,1598,288157.55,5.0,5,1.0,0.0,0.175,0.175,0.607,0.607,6.0,12165.43,0.0,1.0
SUP_001,2022-05-08,3,7015,611509.47,2.6666666666666665,5,0.6666666666666666,6.333333333333333,0.37633333333333335,0.494,0.5019999999999999,0.566,6.0,17681.696666666667,0.0,1.0
SUP_001,2022-05-15,2,3004,46504.89,6.0,6,1.0,0.0,0.562,1.0,0.614,0.758,6.5,14561.615,0.0,1.0
SUP_001,2022-05-22,5,9399,1253146.1300000001,1.8,5,0.4,6.2,0.3878,0.597,0.5362,0.801,5.6,13335.746000000003,0.2,1.0
SUP_001,2022-05-29,1,2731,751702.18,6.0,6,1.0,0.0,0.367,0.367,0.756,0.756,6.0,18102.39,0.0,1.0
SUP_001,2022-06-05,2,2592,377569.72,0.0,0,0.0,0.0,0.3265,0.541,0.538,0.759,5.0,14043.305,0.0,1.0
SUP_001,2022-06-12,3,5200,904449.1,4.0,8,0.6666666666666666,16.0,0.33299999999999996,0.506,0.575,0.785,6.0,12827.533333333335,0.3333333333333333,1.0
SUP_001,2022-06-19,1,1832,351636.65,3.0,3,1.0,0.0,0.346,0.346,0.47,0.47,6.0,17743.41,0.0,1.0
SUP_001,2022-06-26,2,1354,163764.9,2.5,5,0.5,12.5,0.1745,0.179,0.502,0.687,5.5,9821.315,0.0,1.0
SUP_001,2022-07-03,2,3447,256280.75999999998,1.5,3,0.5,4.5,0.14300000000000002,0.163,0.47,0.47,6.0,15245.29,0.0,1.0
SUP_001,2022-07-10,3,4388,615462.77,0.6666666666666666,2,0.3333333333333333,1.3333333333333335,0.2316666666666667,0.319,0.6293333333333333,0.948,5.333333333333333,14698.37,0.0,1.0
SUP_001,2022-07-17,1,573,150887.35,8.0,8,1.0,0.0,0.142,0.142,0.47,0.47,6.0,16060.06,0.0,1.0
SUP_001,2022-07-24,1,2020,41381.84,0.0,0,0.0,0.0,0.329,0.329,0.694,0.694,5.0,12203.96,0.0,1.0
SUP_001,2022-07-31,2,3947,658540.12,0.0,0,0.0,0.0,0.081,0.129,0.39349999999999996,0.47,5.0,11814.865,0.0,1.0
SUP_001,2022-08-07,4,5702,590577.59,3.25,6,0.75,6.25,0.3075,0.417,0.52275,0.681,5.75,12834.3625,0.25,1.0
SUP_001,2022-08-14,4,3826,445753.25,1.5,4,0.5,3.6666666666666665,0.18475,0.315,0.5645,0.848,5.75,14085.9625,0.0,1.0
SUP_001,2022-08-21,5,9025,2059502.79,1.4,4,0.4,3.8,0.31,0.403,0.4699999999999999,0.47,6.0,15138.6,0.0,1.0
SUP_001,2022-08-28,2,4114,723797.87,2.0,4,0.5,8.0,0.22899999999999998,0.241,0.47,0.47,6.0,16343.425000000001,0.0,1.0
SUP_001,2022-09-04,3,3710,738650.42,3.6666666666666665,6,0.6666666666666666,10.333333333333334,0.26433333333333336,0.36,0.5813333333333334,0.804,6.0,14808.903333333334,0.6666666666666666,1.0
SUP_001,2022-09-11,1,1689,535436.22,6.0,6,1.0,0.0,0.146,0.146,0.748,0.748,6.0,12452.79,0.0,1.0
SUP_001,2022-09-18,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SUP_001,2022-09-25,2,3281,271271.84,3.0,6,0.5,18.0,0.389,0.426,0.6385000000000001,0.807,6.5,16622.225,0.0,1.0
SUP_001,2022-10-02,4,5887,1435067.9,3.0,4,0.75,4.0,0.4385,0.663,0.60875,0.658,5.75,11558.175000000001,0.25,1.0
SUP_001,2022-10-09,1,2630,504102.03,6.0,6,1.0,0.0,0.299,0.299,0.658,0.658,6.0,17093.34,0.0,1.0
SUP_001,2022-10-16,2,4372,551257.63,5.5,6,1.0,0.5,0.674,0.926,0.658,0.658,7.0,16482.165,0.5,1.0
SUP_001,2022-10-23,2,3532,1098301.39,6.5,8,1.0,4.5,0.6194999999999999,0.857,0.843,0.883,6.0,16250.275000000001,0.5,1.0
SUP_001,2022-10-30,5,8068,1559356.5699999998,5.4,7,1.0,1.7999999999999998,0.3694,0.485,0.738,1.0,6.0,16620.28,0.2,1.0
SUP_001,2022-11-06,2,4718,974913.53,7.0,7,1.0,0.0,0.512,0.63,0.658,0.658,6.0,15271.675,0.0,1.0
SUP_001,2022-11-13,2,2204,253099.87,4.0,5,1.0,2.0,0.657,0.698,0.658,0.658,5.5,15550.04,1.0,1.0
SUP_001,2022-11-20,2,874,167463.44,1.5,3,0.5,4.5,0.7135,1.0,0.7585,0.859,5.0,14439.154999999999,0.0,1.0
